namespace,pod,node_name,cpu_usage_cores,mem_bytes,cpu_request_cores,collected_at
billing,api-7d9f,worker-node-1,1.53399,530169668,0.2,2026-06-08 14:44:24
billing,db-replica,worker-node-3,6.571908,2180046319,0.5,2026-06-08 14:44:24
billing,worker-2,worker-node-1,4.305381,1097582419,0.5,2026-06-08 14:44:24
logging,elasticsearch,worker-node-2,10.522164,2155361002,1.0,2026-06-08 14:44:24
logging,kibana,worker-node-3,2.457439,540396550,0.5,2026-06-08 14:44:24
ml-inference,gpu-0,worker-node-1,14.882482,4450805232,2.0,2026-06-08 14:44:24
ml-inference,gpu-1,worker-node-2,13.759614,4098977832,2.0,2026-06-08 14:44:24
monitoring,prometheus,worker-node-1,0.28862,510458969,0.1,2026-06-08 14:44:24
api-gateway,auth,worker-node-3,1.107292,271722629,0.25,2026-06-08 14:44:40
api-gateway,proxy,worker-node-2,2.063985,255101322,0.25,2026-06-08 14:44:40
billing,api-7d9f,worker-node-1,1.583157,542825862,0.2,2026-06-08 14:44:40
billing,db-replica,worker-node-3,6.726886,2233078315,0.5,2026-06-08 14:44:40
billing,worker-2,worker-node-1,4.423309,1117829086,0.5,2026-06-08 14:44:40
logging,elasticsearch,worker-node-2,10.833202,2244478411,1.0,2026-06-08 14:44:40
logging,kibana,worker-node-3,2.533448,535841561,0.5,2026-06-08 14:44:40
ml-inference,gpu-0,worker-node-1,15.295624,4086912007,2.0,2026-06-08 14:44:40
ml-inference,gpu-1,worker-node-2,14.086306,4500935123,2.0,2026-06-08 14:44:40
monitoring,prometheus,worker-node-1,0.297672,542819249,0.1,2026-06-08 14:44:40
api-gateway,auth,worker-node-3,1.137639,255059326,0.25,2026-06-08 14:44:59
api-gateway,proxy,worker-node-2,2.119448,266941003,0.25,2026-06-08 14:44:59
billing,api-7d9f,worker-node-1,1.623905,517001093,0.2,2026-06-08 14:44:59
billing,db-replica,worker-node-3,6.920226,2242160641,0.5,2026-06-08 14:44:59
billing,worker-2,worker-node-1,4.539274,1106201487,0.5,2026-06-08 14:44:59
logging,elasticsearch,worker-node-2,11.133082,2060725141,1.0,2026-06-08 14:44:59
logging,kibana,worker-node-3,2.603611,558005526,0.5,2026-06-08 14:44:59
ml-inference,gpu-0,worker-node-1,15.672351,4295935744,2.0,2026-06-08 14:44:59
ml-inference,gpu-1,worker-node-2,14.487978,4369353934,2.0,2026-06-08 14:44:59
monitoring,prometheus,worker-node-1,0.305673,552261645,0.1,2026-06-08 14:44:59
api-gateway,auth,worker-node-3,1.170494,274871393,0.25,2026-06-08 14:45:15
api-gateway,proxy,worker-node-2,2.178648,279644963,0.25,2026-06-08 14:45:15
billing,api-7d9f,worker-node-1,1.672123,537287692,0.2,2026-06-08 14:45:15
billing,db-replica,worker-node-3,7.113792,2170709284,0.5,2026-06-08 14:45:15
billing,worker-2,worker-node-1,4.673204,1104730683,0.5,2026-06-08 14:45:15
logging,elasticsearch,worker-node-2,11.391847,2223225882,1.0,2026-06-08 14:45:15
logging,kibana,worker-node-3,2.681526,547760108,0.5,2026-06-08 14:45:15
ml-inference,gpu-0,worker-node-1,16.052414,4355250571,2.0,2026-06-08 14:45:15
ml-inference,gpu-1,worker-node-2,14.922025,4449259018,2.0,2026-06-08 14:45:15
monitoring,prometheus,worker-node-1,0.313148,540966066,0.1,2026-06-08 14:45:15
api-gateway,auth,worker-node-3,1.230646,279623691,0.25,2026-06-08 14:45:33
api-gateway,proxy,worker-node-2,2.284513,263609628,0.25,2026-06-08 14:45:33
billing,api-7d9f,worker-node-1,1.75596,561405841,0.2,2026-06-08 14:45:33
billing,db-replica,worker-node-3,7.503007,2122073406,0.5,2026-06-08 14:45:33
billing,worker-2,worker-node-1,4.923941,1053677654,0.5,2026-06-08 14:45:33
logging,elasticsearch,worker-node-2,11.971512,2125680716,1.0,2026-06-08 14:45:33
logging,kibana,worker-node-3,2.829589,563280915,0.5,2026-06-08 14:45:33
ml-inference,gpu-0,worker-node-1,16.852671,4446089518,2.0,2026-06-08 14:45:33
ml-inference,gpu-1,worker-node-2,15.740219,4371886206,2.0,2026-06-08 14:45:33
monitoring,prometheus,worker-node-1,0.329265,513438375,0.1,2026-06-08 14:45:33
api-gateway,auth,worker-node-3,1.258307,260611349,0.25,2026-06-08 14:45:49
api-gateway,proxy,worker-node-2,2.333229,274282036,0.25,2026-06-08 14:45:49
billing,api-7d9f,worker-node-1,1.804617,558383034,0.2,2026-06-08 14:45:49
billing,db-replica,worker-node-3,7.674824,2239233726,0.5,2026-06-08 14:45:49
billing,worker-2,worker-node-1,5.056666,1084710505,0.5,2026-06-08 14:45:49
logging,elasticsearch,worker-node-2,12.289084,2083204528,1.0,2026-06-08 14:45:49
logging,kibana,worker-node-3,2.893085,519723443,0.5,2026-06-08 14:45:49
ml-inference,gpu-0,worker-node-1,17.255219,4162708760,2.0,2026-06-08 14:45:49
ml-inference,gpu-1,worker-node-2,16.100934,4263703748,2.0,2026-06-08 14:45:49
monitoring,prometheus,worker-node-1,0.337427,538165790,0.1,2026-06-08 14:45:49
api-gateway,auth,worker-node-3,1.286321,262805130,0.25,2026-06-08 14:46:08
api-gateway,proxy,worker-node-2,2.383785,276362554,0.25,2026-06-08 14:46:08
billing,api-7d9f,worker-node-1,1.84144,539228395,0.2,2026-06-08 14:46:08
billing,db-replica,worker-node-3,7.849638,2115292191,0.5,2026-06-08 14:46:08
billing,worker-2,worker-node-1,5.189627,1096983175,0.5,2026-06-08 14:46:08
logging,elasticsearch,worker-node-2,12.54889,2215498804,1.0,2026-06-08 14:46:08
logging,kibana,worker-node-3,2.958087,546210361,0.5,2026-06-08 14:46:08
ml-inference,gpu-0,worker-node-1,17.627265,4303539809,2.0,2026-06-08 14:46:08
ml-inference,gpu-1,worker-node-2,16.445047,4302883438,2.0,2026-06-08 14:46:08
monitoring,prometheus,worker-node-1,0.345065,551452077,0.1,2026-06-08 14:46:08
api-gateway,auth,worker-node-3,1.315383,259682458,0.25,2026-06-08 14:46:24
api-gateway,proxy,worker-node-2,2.4353,275749375,0.25,2026-06-08 14:46:24
billing,api-7d9f,worker-node-1,1.883801,522975716,0.2,2026-06-08 14:46:24
billing,db-replica,worker-node-3,8.020513,2044314548,0.5,2026-06-08 14:46:24
billing,worker-2,worker-node-1,5.304021,1068422606,0.5,2026-06-08 14:46:24
logging,elasticsearch,worker-node-2,12.834591,2164038146,1.0,2026-06-08 14:46:24
logging,kibana,worker-node-3,3.01941,516886609,0.5,2026-06-08 14:46:24
ml-inference,gpu-0,worker-node-1,17.985415,4190119681,2.0,2026-06-08 14:46:24
ml-inference,gpu-1,worker-node-2,16.769118,4160025874,2.0,2026-06-08 14:46:24
monitoring,prometheus,worker-node-1,0.352615,516757940,0.1,2026-06-08 14:46:24
api-gateway,auth,worker-node-3,1.342818,261891115,0.25,2026-06-08 14:46:43
api-gateway,proxy,worker-node-2,2.484571,279692309,0.25,2026-06-08 14:46:43
billing,api-7d9f,worker-node-1,1.929074,522771974,0.2,2026-06-08 14:46:43
billing,db-replica,worker-node-3,8.222159,2075243690,0.5,2026-06-08 14:46:43
billing,worker-2,worker-node-1,5.420964,1068616748,0.5,2026-06-08 14:46:43
logging,elasticsearch,worker-node-2,13.155825,2073925329,1.0,2026-06-08 14:46:43
logging,kibana,worker-node-3,3.083615,542985578,0.5,2026-06-08 14:46:43
ml-inference,gpu-0,worker-node-1,18.412447,4319479781,2.0,2026-06-08 14:46:43
ml-inference,gpu-1,worker-node-2,17.201593,4175594487,2.0,2026-06-08 14:46:43
monitoring,prometheus,worker-node-1,0.360751,560087521,0.1,2026-06-08 14:46:43
api-gateway,auth,worker-node-3,1.376593,267445254,0.25,2026-06-08 14:46:59
api-gateway,proxy,worker-node-2,2.545643,270925752,0.25,2026-06-08 14:46:59
billing,api-7d9f,worker-node-1,1.968762,521717279,0.2,2026-06-08 14:46:59
billing,db-replica,worker-node-3,8.420688,2247627435,0.5,2026-06-08 14:46:59
billing,worker-2,worker-node-1,5.534402,1111926870,0.5,2026-06-08 14:46:59
logging,elasticsearch,worker-node-2,13.426213,2238439410,1.0,2026-06-08 14:46:59
logging,kibana,worker-node-3,3.153598,560317064,0.5,2026-06-08 14:46:59
ml-inference,gpu-0,worker-node-1,18.781764,4174728646,2.0,2026-06-08 14:46:59
ml-inference,gpu-1,worker-node-2,17.544618,4384879526,2.0,2026-06-08 14:46:59
monitoring,prometheus,worker-node-1,0.368618,556042565,0.1,2026-06-08 14:46:59
api-gateway,auth,worker-node-3,1.404364,274791193,0.25,2026-06-08 14:47:18
api-gateway,proxy,worker-node-2,2.598357,262818481,0.25,2026-06-08 14:47:18
billing,api-7d9f,worker-node-1,2.012396,540270640,0.2,2026-06-08 14:47:18
billing,db-replica,worker-node-3,8.606662,2224850614,0.5,2026-06-08 14:47:18
billing,worker-2,worker-node-1,5.640314,1121391825,0.5,2026-06-08 14:47:18
logging,elasticsearch,worker-node-2,13.718748,2167301638,1.0,2026-06-08 14:47:18
logging,kibana,worker-node-3,3.22398,558624703,0.5,2026-06-08 14:47:18
ml-inference,gpu-0,worker-node-1,19.203512,4314483338,2.0,2026-06-08 14:47:18
ml-inference,gpu-1,worker-node-2,17.894765,4112822229,2.0,2026-06-08 14:47:18
monitoring,prometheus,worker-node-1,0.376932,526987102,0.1,2026-06-08 14:47:18
api-gateway,auth,worker-node-3,1.436912,272774838,0.25,2026-06-08 14:47:34
api-gateway,proxy,worker-node-2,2.655197,262650050,0.25,2026-06-08 14:47:34
billing,api-7d9f,worker-node-1,2.04984,512552087,0.2,2026-06-08 14:47:34
billing,db-replica,worker-node-3,8.785603,2046284133,0.5,2026-06-08 14:47:34
billing,worker-2,worker-node-1,5.77406,1031457847,0.5,2026-06-08 14:47:34
logging,elasticsearch,worker-node-2,14.049206,2112320227,1.0,2026-06-08 14:47:34
logging,kibana,worker-node-3,3.296675,540106916,0.5,2026-06-08 14:47:34
ml-inference,gpu-0,worker-node-1,19.605731,4180771491,2.0,2026-06-08 14:47:34
ml-inference,gpu-1,worker-node-2,18.322259,4091929144,2.0,2026-06-08 14:47:34
monitoring,prometheus,worker-node-1,0.383757,525144182,0.1,2026-06-08 14:47:34
api-gateway,auth,worker-node-3,1.468171,275027949,0.25,2026-06-08 14:47:53
api-gateway,proxy,worker-node-2,2.704258,265047681,0.25,2026-06-08 14:47:53
billing,api-7d9f,worker-node-1,2.088642,545592225,0.2,2026-06-08 14:47:53
billing,db-replica,worker-node-3,8.947403,2240604888,0.5,2026-06-08 14:47:53
billing,worker-2,worker-node-1,5.883811,1096668986,0.5,2026-06-08 14:47:53
logging,elasticsearch,worker-node-2,14.300973,2189936416,1.0,2026-06-08 14:47:53
logging,kibana,worker-node-3,3.365088,515891188,0.5,2026-06-08 14:47:53
ml-inference,gpu-0,worker-node-1,20.065647,4081700909,2.0,2026-06-08 14:47:53
ml-inference,gpu-1,worker-node-2,18.656277,4084174223,2.0,2026-06-08 14:47:53
monitoring,prometheus,worker-node-1,0.392856,531897961,0.1,2026-06-08 14:47:53
api-gateway,auth,worker-node-3,1.494406,279516703,0.25,2026-06-08 14:48:09
api-gateway,proxy,worker-node-2,2.767306,267096073,0.25,2026-06-08 14:48:09
billing,api-7d9f,worker-node-1,2.129948,554278408,0.2,2026-06-08 14:48:09
billing,db-replica,worker-node-3,9.133275,2193481776,0.5,2026-06-08 14:48:09
billing,worker-2,worker-node-1,5.994708,1109295103,0.5,2026-06-08 14:48:09
logging,elasticsearch,worker-node-2,14.605696,2215272878,1.0,2026-06-08 14:48:09
logging,kibana,worker-node-3,3.439795,515482642,0.5,2026-06-08 14:48:09
ml-inference,gpu-0,worker-node-1,20.514747,4194816915,2.0,2026-06-08 14:48:09
ml-inference,gpu-1,worker-node-2,18.994511,4494090901,2.0,2026-06-08 14:48:09
monitoring,prometheus,worker-node-1,0.40007,560278711,0.1,2026-06-08 14:48:09
api-gateway,auth,worker-node-3,1.526061,275137206,0.25,2026-06-08 14:48:28
api-gateway,proxy,worker-node-2,2.823118,263959445,0.25,2026-06-08 14:48:28
billing,api-7d9f,worker-node-1,2.170635,523524238,0.2,2026-06-08 14:48:28
billing,db-replica,worker-node-3,9.318086,2208064156,0.5,2026-06-08 14:48:28
billing,worker-2,worker-node-1,6.12475,1124897589,0.5,2026-06-08 14:48:28
logging,elasticsearch,worker-node-2,14.892684,2248111792,1.0,2026-06-08 14:48:28
logging,kibana,worker-node-3,3.504488,523266112,0.5,2026-06-08 14:48:28
ml-inference,gpu-0,worker-node-1,20.983216,4445456396,2.0,2026-06-08 14:48:28
ml-inference,gpu-1,worker-node-2,19.354954,4416316725,2.0,2026-06-08 14:48:28
monitoring,prometheus,worker-node-1,0.408549,512649642,0.1,2026-06-08 14:48:28
api-gateway,auth,worker-node-3,1.558748,256922741,0.25,2026-06-08 14:48:43
api-gateway,proxy,worker-node-2,2.878762,265393768,0.25,2026-06-08 14:48:43
billing,api-7d9f,worker-node-1,2.208638,559876992,0.2,2026-06-08 14:48:43
billing,db-replica,worker-node-3,9.510528,2064639316,0.5,2026-06-08 14:48:43
billing,worker-2,worker-node-1,6.236857,1117780126,0.5,2026-06-08 14:48:43
logging,elasticsearch,worker-node-2,15.142124,2149330113,1.0,2026-06-08 14:48:43
logging,kibana,worker-node-3,3.584756,512314155,0.5,2026-06-08 14:48:43
ml-inference,gpu-0,worker-node-1,21.400733,4134669811,2.0,2026-06-08 14:48:43
ml-inference,gpu-1,worker-node-2,19.700994,4430860612,2.0,2026-06-08 14:48:43
monitoring,prometheus,worker-node-1,0.415919,516586375,0.1,2026-06-08 14:48:43
api-gateway,auth,worker-node-3,1.584868,275829053,0.25,2026-06-08 14:49:02
api-gateway,proxy,worker-node-2,2.927233,276473938,0.25,2026-06-08 14:49:02
billing,api-7d9f,worker-node-1,2.256541,511569939,0.2,2026-06-08 14:49:02
billing,db-replica,worker-node-3,9.701001,2084190006,0.5,2026-06-08 14:49:02
billing,worker-2,worker-node-1,6.355535,1087598747,0.5,2026-06-08 14:49:02
logging,elasticsearch,worker-node-2,15.456663,2142446986,1.0,2026-06-08 14:49:02
logging,kibana,worker-node-3,3.650754,551383747,0.5,2026-06-08 14:49:02
ml-inference,gpu-0,worker-node-1,21.863086,4468211405,2.0,2026-06-08 14:49:02
ml-inference,gpu-1,worker-node-2,20.108198,4140927767,2.0,2026-06-08 14:49:02
monitoring,prometheus,worker-node-1,0.42458,544837223,0.1,2026-06-08 14:49:02
api-gateway,auth,worker-node-3,1.614936,264554769,0.25,2026-06-08 14:49:18
api-gateway,proxy,worker-node-2,2.977126,272442285,0.25,2026-06-08 14:49:18
billing,api-7d9f,worker-node-1,2.302508,533334659,0.2,2026-06-08 14:49:18
billing,db-replica,worker-node-3,9.894501,2111330212,0.5,2026-06-08 14:49:18
billing,worker-2,worker-node-1,6.471357,1117814281,0.5,2026-06-08 14:49:18
logging,elasticsearch,worker-node-2,15.70559,2124083190,1.0,2026-06-08 14:49:18
logging,kibana,worker-node-3,3.729332,528725349,0.5,2026-06-08 14:49:18
ml-inference,gpu-0,worker-node-1,22.282707,4128174881,2.0,2026-06-08 14:49:18
ml-inference,gpu-1,worker-node-2,20.538214,4194991467,2.0,2026-06-08 14:49:18
monitoring,prometheus,worker-node-1,0.431895,536028921,0.1,2026-06-08 14:49:18
api-gateway,auth,worker-node-3,1.646764,265937919,0.25,2026-06-08 14:49:37
api-gateway,proxy,worker-node-2,3.037942,267141477,0.25,2026-06-08 14:49:37
billing,api-7d9f,worker-node-1,2.344148,557477794,0.2,2026-06-08 14:49:37
billing,db-replica,worker-node-3,10.094928,2126566298,0.5,2026-06-08 14:49:37
billing,worker-2,worker-node-1,6.604113,1061921946,0.5,2026-06-08 14:49:37
logging,elasticsearch,worker-node-2,16.026903,2163151159,1.0,2026-06-08 14:49:37
logging,kibana,worker-node-3,3.794467,516843715,0.5,2026-06-08 14:49:37
ml-inference,gpu-0,worker-node-1,22.739974,4120731804,2.0,2026-06-08 14:49:37
ml-inference,gpu-1,worker-node-2,20.942546,4354528247,2.0,2026-06-08 14:49:37
monitoring,prometheus,worker-node-1,0.440664,561193562,0.1,2026-06-08 14:49:37
api-gateway,auth,worker-node-3,1.6777,279870500,0.25,2026-06-08 14:49:53
api-gateway,proxy,worker-node-2,3.100661,276881122,0.25,2026-06-08 14:49:53
billing,api-7d9f,worker-node-1,2.392043,542494484,0.2,2026-06-08 14:49:53
billing,db-replica,worker-node-3,10.250594,2049094843,0.5,2026-06-08 14:49:53
billing,worker-2,worker-node-1,6.730887,1120281427,0.5,2026-06-08 14:49:53
logging,elasticsearch,worker-node-2,16.283754,2180824535,1.0,2026-06-08 14:49:53
logging,kibana,worker-node-3,3.8622,556575527,0.5,2026-06-08 14:49:53
ml-inference,gpu-0,worker-node-1,23.116591,4248484269,2.0,2026-06-08 14:49:53
ml-inference,gpu-1,worker-node-2,21.32241,4459848094,2.0,2026-06-08 14:49:53
monitoring,prometheus,worker-node-1,0.448659,548476279,0.1,2026-06-08 14:49:53
api-gateway,auth,worker-node-3,1.733169,266790603,0.25,2026-06-08 14:50:12
api-gateway,proxy,worker-node-2,3.207913,261282860,0.25,2026-06-08 14:50:12
billing,api-7d9f,worker-node-1,2.476545,560835502,0.2,2026-06-08 14:50:12
billing,db-replica,worker-node-3,10.606529,2081858106,0.5,2026-06-08 14:50:12
billing,worker-2,worker-node-1,6.965869,1119926015,0.5,2026-06-08 14:50:12
logging,elasticsearch,worker-node-2,16.870613,2239621354,1.0,2026-06-08 14:50:12
logging,kibana,worker-node-3,4.011269,519331654,0.5,2026-06-08 14:50:12
ml-inference,gpu-0,worker-node-1,23.941236,4475489796,2.0,2026-06-08 14:50:12
ml-inference,gpu-1,worker-node-2,22.094312,4211757053,2.0,2026-06-08 14:50:12
monitoring,prometheus,worker-node-1,0.462984,561351039,0.1,2026-06-08 14:50:12
api-gateway,auth,worker-node-3,1.765778,277686014,0.25,2026-06-08 14:50:28
api-gateway,proxy,worker-node-2,3.270383,281337176,0.25,2026-06-08 14:50:28
billing,api-7d9f,worker-node-1,2.513998,533065639,0.2,2026-06-08 14:50:28
billing,db-replica,worker-node-3,10.809347,2057070559,0.5,2026-06-08 14:50:28
billing,worker-2,worker-node-1,7.071463,1114333206,0.5,2026-06-08 14:50:28
logging,elasticsearch,worker-node-2,17.188322,2150149253,1.0,2026-06-08 14:50:28
logging,kibana,worker-node-3,4.073465,533425256,0.5,2026-06-08 14:50:28
ml-inference,gpu-0,worker-node-1,24.298402,4337942127,2.0,2026-06-08 14:50:28
ml-inference,gpu-1,worker-node-2,22.420974,4080980612,2.0,2026-06-08 14:50:28
monitoring,prometheus,worker-node-1,0.469825,535061772,0.1,2026-06-08 14:50:28
api-gateway,auth,worker-node-3,1.798129,279351389,0.25,2026-06-08 14:50:47
api-gateway,proxy,worker-node-2,3.327662,269395361,0.25,2026-06-08 14:50:47
billing,api-7d9f,worker-node-1,2.55693,549252744,0.2,2026-06-08 14:50:47
billing,db-replica,worker-node-3,11.002858,2236469378,0.5,2026-06-08 14:50:47
billing,worker-2,worker-node-1,7.201231,1105568150,0.5,2026-06-08 14:50:47
logging,elasticsearch,worker-node-2,17.506338,2110112759,1.0,2026-06-08 14:50:47
logging,kibana,worker-node-3,4.144666,546208775,0.5,2026-06-08 14:50:47
ml-inference,gpu-0,worker-node-1,24.654097,4505560849,2.0,2026-06-08 14:50:47
ml-inference,gpu-1,worker-node-2,22.752928,4114776563,2.0,2026-06-08 14:50:47
monitoring,prometheus,worker-node-1,0.477248,518100123,0.1,2026-06-08 14:50:47
api-gateway,auth,worker-node-3,1.829973,262344465,0.25,2026-06-08 14:51:02
api-gateway,proxy,worker-node-2,3.377457,270197451,0.25,2026-06-08 14:51:02
billing,api-7d9f,worker-node-1,2.603668,546457713,0.2,2026-06-08 14:51:02
billing,db-replica,worker-node-3,11.203451,2167741833,0.5,2026-06-08 14:51:02
billing,worker-2,worker-node-1,7.309554,1096606247,0.5,2026-06-08 14:51:02
logging,elasticsearch,worker-node-2,17.756194,2170032911,1.0,2026-06-08 14:51:02
logging,kibana,worker-node-3,4.221757,514088718,0.5,2026-06-08 14:51:02
ml-inference,gpu-0,worker-node-1,25.093338,4150019580,2.0,2026-06-08 14:51:02
ml-inference,gpu-1,worker-node-2,23.134864,4166028348,2.0,2026-06-08 14:51:02
monitoring,prometheus,worker-node-1,0.484604,516654459,0.1,2026-06-08 14:51:02
api-gateway,auth,worker-node-3,1.856688,268642930,0.25,2026-06-08 14:51:21
api-gateway,proxy,worker-node-2,3.4387,272846961,0.25,2026-06-08 14:51:21
billing,api-7d9f,worker-node-1,2.645383,555923091,0.2,2026-06-08 14:51:21
billing,db-replica,worker-node-3,11.363353,2095621196,0.5,2026-06-08 14:51:21
billing,worker-2,worker-node-1,7.418033,1095625704,0.5,2026-06-08 14:51:21
logging,elasticsearch,worker-node-2,18.069721,2067147013,1.0,2026-06-08 14:51:21
logging,kibana,worker-node-3,4.285598,510375442,0.5,2026-06-08 14:51:21
ml-inference,gpu-0,worker-node-1,25.559717,4187147906,2.0,2026-06-08 14:51:21
ml-inference,gpu-1,worker-node-2,23.487287,4421954751,2.0,2026-06-08 14:51:21
monitoring,prometheus,worker-node-1,0.49244,562924993,0.1,2026-06-08 14:51:21
api-gateway,auth,worker-node-3,1.884483,257740512,0.25,2026-06-08 14:51:37
api-gateway,proxy,worker-node-2,3.48891,263186097,0.25,2026-06-08 14:51:37
billing,api-7d9f,worker-node-1,2.684318,523453913,0.2,2026-06-08 14:51:37
billing,db-replica,worker-node-3,11.520173,2239278236,0.5,2026-06-08 14:51:37
billing,worker-2,worker-node-1,7.553659,1073207579,0.5,2026-06-08 14:51:37
logging,elasticsearch,worker-node-2,18.382521,2245964853,1.0,2026-06-08 14:51:37
logging,kibana,worker-node-3,4.359273,552010584,0.5,2026-06-08 14:51:37
ml-inference,gpu-0,worker-node-1,26.027555,4451642581,2.0,2026-06-08 14:51:37
ml-inference,gpu-1,worker-node-2,23.914405,4082400788,2.0,2026-06-08 14:51:37
monitoring,prometheus,worker-node-1,0.500839,539004683,0.1,2026-06-08 14:51:37
api-gateway,auth,worker-node-3,1.91492,255484007,0.25,2026-06-08 14:51:56
api-gateway,proxy,worker-node-2,3.550899,257487725,0.25,2026-06-08 14:51:56
billing,api-7d9f,worker-node-1,2.730483,556232069,0.2,2026-06-08 14:51:56
billing,db-replica,worker-node-3,11.721327,2169579849,0.5,2026-06-08 14:51:56
billing,worker-2,worker-node-1,7.687549,1030107169,0.5,2026-06-08 14:51:56
logging,elasticsearch,worker-node-2,18.6349,2110460535,1.0,2026-06-08 14:51:56
logging,kibana,worker-node-3,4.430036,557547786,0.5,2026-06-08 14:51:56
ml-inference,gpu-0,worker-node-1,26.484242,4342347215,2.0,2026-06-08 14:51:56
ml-inference,gpu-1,worker-node-2,24.242991,4107326876,2.0,2026-06-08 14:51:56
monitoring,prometheus,worker-node-1,0.507897,515164220,0.1,2026-06-08 14:51:56
api-gateway,auth,worker-node-3,1.944827,271227677,0.25,2026-06-08 14:52:11
api-gateway,proxy,worker-node-2,3.601309,268541833,0.25,2026-06-08 14:52:11
billing,api-7d9f,worker-node-1,2.772741,518158757,0.2,2026-06-08 14:52:11
billing,db-replica,worker-node-3,11.890289,2209868732,0.5,2026-06-08 14:52:11
billing,worker-2,worker-node-1,7.813675,1110942492,0.5,2026-06-08 14:52:11
logging,elasticsearch,worker-node-2,18.938396,2223252863,1.0,2026-06-08 14:52:11
logging,kibana,worker-node-3,4.492905,542745177,0.5,2026-06-08 14:52:11
ml-inference,gpu-0,worker-node-1,26.9487,4323426243,2.0,2026-06-08 14:52:11
ml-inference,gpu-1,worker-node-2,24.640097,4250328719,2.0,2026-06-08 14:52:11
monitoring,prometheus,worker-node-1,0.51512,525601767,0.1,2026-06-08 14:52:11
api-gateway,auth,worker-node-3,1.977589,265793656,0.25,2026-06-08 14:52:30
api-gateway,proxy,worker-node-2,3.651233,267790114,0.25,2026-06-08 14:52:30
billing,api-7d9f,worker-node-1,2.816545,537488827,0.2,2026-06-08 14:52:30
billing,db-replica,worker-node-3,12.080349,2127060192,0.5,2026-06-08 14:52:30
billing,worker-2,worker-node-1,7.933523,1086250209,0.5,2026-06-08 14:52:30
logging,elasticsearch,worker-node-2,19.193186,2098259106,1.0,2026-06-08 14:52:30
logging,kibana,worker-node-3,4.562295,555573638,0.5,2026-06-08 14:52:30
ml-inference,gpu-0,worker-node-1,27.314056,4230532912,2.0,2026-06-08 14:52:30
ml-inference,gpu-1,worker-node-2,24.983412,4451709793,2.0,2026-06-08 14:52:30
monitoring,prometheus,worker-node-1,0.522321,520187437,0.1,2026-06-08 14:52:30
api-gateway,auth,worker-node-3,2.007831,262744275,0.25,2026-06-08 14:52:45
api-gateway,proxy,worker-node-2,3.71333,281207604,0.25,2026-06-08 14:52:45
billing,api-7d9f,worker-node-1,2.861002,539920920,0.2,2026-06-08 14:52:45
billing,db-replica,worker-node-3,12.256111,2146632067,0.5,2026-06-08 14:52:45
billing,worker-2,worker-node-1,8.050442,1032664056,0.5,2026-06-08 14:52:45
logging,elasticsearch,worker-node-2,19.449787,2131368278,1.0,2026-06-08 14:52:45
logging,kibana,worker-node-3,4.641965,525611559,0.5,2026-06-08 14:52:45
ml-inference,gpu-0,worker-node-1,27.76991,4457986783,2.0,2026-06-08 14:52:45
ml-inference,gpu-1,worker-node-2,25.38099,4147712953,2.0,2026-06-08 14:52:45
monitoring,prometheus,worker-node-1,0.530208,536102085,0.1,2026-06-08 14:52:45
api-gateway,auth,worker-node-3,2.03794,258486294,0.25,2026-06-08 14:53:04
api-gateway,proxy,worker-node-2,3.774563,279783659,0.25,2026-06-08 14:53:04
billing,api-7d9f,worker-node-1,2.901181,556471874,0.2,2026-06-08 14:53:04
billing,db-replica,worker-node-3,12.45002,2236694657,0.5,2026-06-08 14:53:04
billing,worker-2,worker-node-1,8.179697,1033016066,0.5,2026-06-08 14:53:04
logging,elasticsearch,worker-node-2,19.757224,2233787926,1.0,2026-06-08 14:53:04
logging,kibana,worker-node-3,4.719861,523103208,0.5,2026-06-08 14:53:04
ml-inference,gpu-0,worker-node-1,28.227209,4245743782,2.0,2026-06-08 14:53:04
ml-inference,gpu-1,worker-node-2,25.730975,4154775909,2.0,2026-06-08 14:53:04
monitoring,prometheus,worker-node-1,0.538076,532266535,0.1,2026-06-08 14:53:04
api-gateway,auth,worker-node-3,2.064172,277051643,0.25,2026-06-08 14:53:20
api-gateway,proxy,worker-node-2,3.822742,278920552,0.25,2026-06-08 14:53:20
billing,api-7d9f,worker-node-1,2.943381,551943876,0.2,2026-06-08 14:53:20
billing,db-replica,worker-node-3,12.644914,2083584318,0.5,2026-06-08 14:53:20
billing,worker-2,worker-node-1,8.284826,1119467231,0.5,2026-06-08 14:53:20
logging,elasticsearch,worker-node-2,20.064762,2222257598,1.0,2026-06-08 14:53:20
logging,kibana,worker-node-3,4.796418,520322468,0.5,2026-06-08 14:53:20
ml-inference,gpu-0,worker-node-1,28.576666,4244149017,2.0,2026-06-08 14:53:20
ml-inference,gpu-1,worker-node-2,26.090093,4183843791,2.0,2026-06-08 14:53:20
monitoring,prometheus,worker-node-1,0.545311,535935666,0.1,2026-06-08 14:53:20
api-gateway,auth,worker-node-3,2.098041,265319461,0.25,2026-06-08 14:53:39
api-gateway,proxy,worker-node-2,3.878621,271725120,0.25,2026-06-08 14:53:39
billing,api-7d9f,worker-node-1,2.981651,553214444,0.2,2026-06-08 14:53:39
billing,db-replica,worker-node-3,12.805758,2054870861,0.5,2026-06-08 14:53:39
billing,worker-2,worker-node-1,8.406087,1053734568,0.5,2026-06-08 14:53:39
